Tue Mar 22 2022 21:47:25 GMT+0800 (Malaysia Time) | INFO | users-api.log | API: /getAllUsers | data:{"message":"API Done","total":240,"status":true} | 
Thu Mar 24 2022 14:40:17 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /deleteUsers | data:{"message":"API Done","main":{"generatedMaps":[],"raw":{"fieldCount":0,"affectedRows":1,"insertId":0,"serverStatus":2,"warningCount":0,"message":"(Rows matched: 1  Changed: 1  Warnings: 0","protocol41":true,"changedRows":1},"affected":1},"status":true} | 
Thu Mar 24 2022 14:40:17 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllViewers | data:{"message":"API Done","total":155,"status":true} | 
Thu Mar 24 2022 14:40:20 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /recoverUsers | data:{"message":"API Done","main":{"generatedMaps":[],"raw":{"fieldCount":0,"affectedRows":1,"insertId":0,"serverStatus":2,"warningCount":0,"message":"(Rows matched: 1  Changed: 1  Warnings: 0","protocol41":true,"changedRows":1},"affected":1},"status":true} | 
Thu Mar 24 2022 14:40:22 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllViewers | data:{"message":"API Done","total":155,"status":true} | 
Thu Mar 24 2022 14:40:35 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllViewers | data:{"message":"API Done","total":155,"status":true} | 
Thu Mar 24 2022 14:48:48 GMT+0800 (China Standard Time) | ERROR | users-api.log | API: /createUser | data:{"message":"API Error: Redundant on Employee ID/Email 201545 derricktpl@derrickwebdev.com.","value":{"section":"Mechanical","employeeID":"201545","fullname":"Derrick Tan Poh Leng","name":"Derrick Tan Poh Leng","email":"derricktpl@derrickwebdev.com","role":"Viewer"},"status":false} | 
Thu Mar 24 2022 14:48:54 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllViewers | data:{"message":"API Done","total":155,"status":true} | 
Thu Mar 24 2022 14:51:56 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllViewers | data:{"message":"API Done","total":155,"status":true} | 
Thu Mar 24 2022 14:52:44 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllDevelopers | data:{"message":"API Done","total":2,"status":true} | 
Thu Mar 24 2022 14:53:06 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllViewers | data:{"message":"API Done","total":155,"status":true} | 
Thu Mar 24 2022 14:53:10 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllDevelopers | data:{"message":"API Done","total":2,"status":true} | 
Thu Mar 24 2022 14:54:40 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllDevelopers | data:{"message":"API Done","total":2,"status":true} | 
Thu Mar 24 2022 15:02:37 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /deleteUsers | data:{"message":"API Done","main":{"generatedMaps":[],"raw":{"fieldCount":0,"affectedRows":1,"insertId":0,"serverStatus":2,"warningCount":0,"message":"(Rows matched: 1  Changed: 1  Warnings: 0","protocol41":true,"changedRows":1},"affected":1},"status":true} | 
Thu Mar 24 2022 15:02:39 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllDevelopers | data:{"message":"API Done","total":2,"status":true} | 
Thu Mar 24 2022 15:02:42 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /recoverUsers | data:{"message":"API Done","main":{"generatedMaps":[],"raw":{"fieldCount":0,"affectedRows":1,"insertId":0,"serverStatus":2,"warningCount":0,"message":"(Rows matched: 1  Changed: 1  Warnings: 0","protocol41":true,"changedRows":1},"affected":1},"status":true} | 
Thu Mar 24 2022 15:02:42 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllDevelopers | data:{"message":"API Done","total":2,"status":true} | 
Thu Mar 24 2022 15:03:09 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /deleteUsers | data:{"message":"API Done","main":{"generatedMaps":[],"raw":{"fieldCount":0,"affectedRows":1,"insertId":0,"serverStatus":2,"warningCount":0,"message":"(Rows matched: 1  Changed: 1  Warnings: 0","protocol41":true,"changedRows":1},"affected":1},"status":true} | 
Thu Mar 24 2022 15:03:09 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllDevelopers | data:{"message":"API Done","total":2,"status":true} | 
Thu Mar 24 2022 15:03:12 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /recoverUsers | data:{"message":"API Done","main":{"generatedMaps":[],"raw":{"fieldCount":0,"affectedRows":1,"insertId":0,"serverStatus":2,"warningCount":0,"message":"(Rows matched: 1  Changed: 1  Warnings: 0","protocol41":true,"changedRows":1},"affected":1},"status":true} | 
Thu Mar 24 2022 15:03:13 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllDevelopers | data:{"message":"API Done","total":2,"status":true} | 
Thu Mar 24 2022 15:03:34 GMT+0800 (China Standard Time) | ERROR | users-api.log | API: /createUser | data:{"message":"API Error: Redundant on Employee ID/Email 201545 derricktpl@derrickwebdev.com.","value":{"section":"Mechanical","employeeID":"201545","fullname":"Derrick Tan Poh Leng","name":"Derrick Tan Poh Leng","email":"derricktpl@derrickwebdev.com","role":"Developer"},"status":false} | 
Thu Mar 24 2022 15:05:23 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllDevelopers | data:{"message":"API Done","total":2,"status":true} | 
Thu Mar 24 2022 15:05:27 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllAdmins | data:{"message":"API Done","total":9,"status":true} | 
Thu Mar 24 2022 15:16:34 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllUsers | data:{"message":"API Done","total":69,"status":true} | 
Thu Mar 24 2022 15:16:35 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllUsers | data:{"message":"API Done","total":69,"status":true} | 
Thu Mar 24 2022 15:18:38 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","total":1,"value":"49","status":true} | 
Thu Mar 24 2022 15:18:47 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","total":1,"value":"49","status":true} | 
Thu Mar 24 2022 15:18:58 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","total":1,"value":"49","status":true} | 
Thu Mar 24 2022 15:19:38 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"49","status":true} | 
Thu Mar 24 2022 15:19:44 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"49","status":true} | 
Thu Mar 24 2022 15:19:49 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"49","status":true} | 
Thu Mar 24 2022 15:19:53 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"49","status":true} | 
Thu Mar 24 2022 15:20:02 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"49","status":true} | 
Thu Mar 24 2022 15:20:04 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"49","status":true} | 
Thu Mar 24 2022 15:20:10 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"49","status":true} | 
Thu Mar 24 2022 15:20:13 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"49","status":true} | 
Thu Mar 24 2022 15:20:15 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"49","status":true} | 
Thu Mar 24 2022 15:20:56 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"49","status":true} | 
Thu Mar 24 2022 15:21:09 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"49","status":true} | 
Thu Mar 24 2022 15:21:12 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"49","status":true} | 
Thu Mar 24 2022 15:21:14 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"49","status":true} | 
Thu Mar 24 2022 15:21:16 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"49","status":true} | 
Thu Mar 24 2022 15:21:19 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"49","status":true} | 
Thu Mar 24 2022 15:21:21 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"49","status":true} | 
Thu Mar 24 2022 15:21:22 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"49","status":true} | 
Thu Mar 24 2022 15:21:35 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"49","status":true} | 
Thu Mar 24 2022 15:21:38 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"49","status":true} | 
Thu Mar 24 2022 15:21:40 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"49","status":true} | 
Thu Mar 24 2022 15:22:11 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"49","status":true} | 
Thu Mar 24 2022 15:22:29 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"49","status":true} | 
Thu Mar 24 2022 15:22:32 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"49","status":true} | 
Thu Mar 24 2022 15:22:36 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"49","status":true} | 
Thu Mar 24 2022 15:22:56 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"49","status":true} | 
Thu Mar 24 2022 15:23:10 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"49","status":true} | 
Thu Mar 24 2022 15:23:18 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"49","status":true} | 
Thu Mar 24 2022 15:23:23 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /editUsers | data:{"message":"API Done","main":{"generatedMaps":[],"raw":{"fieldCount":0,"affectedRows":1,"insertId":0,"serverStatus":2,"warningCount":1,"message":"(Rows matched: 1  Changed: 1  Warnings: 1","protocol41":true,"changedRows":1},"affected":1},"status":true} | 
Thu Mar 24 2022 15:23:30 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllUsers | data:{"message":"API Done","total":69,"status":true} | 
Thu Mar 24 2022 15:23:31 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllUsers | data:{"message":"API Done","total":69,"status":true} | 
Thu Mar 24 2022 15:23:49 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"49","status":true} | 
Thu Mar 24 2022 15:26:30 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /editUsers | data:{"message":"API Done","main":{"generatedMaps":[],"raw":{"fieldCount":0,"affectedRows":1,"insertId":0,"serverStatus":2,"warningCount":1,"message":"(Rows matched: 1  Changed: 0  Warnings: 1","protocol41":true,"changedRows":0},"affected":1},"status":true} | 
Thu Mar 24 2022 15:26:37 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllUsers | data:{"message":"API Done","total":69,"status":true} | 
Thu Mar 24 2022 15:26:38 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllUsers | data:{"message":"API Done","total":69,"status":true} | 
Thu Mar 24 2022 15:27:48 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"49","status":true} | 
Thu Mar 24 2022 15:27:52 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /editUsers | data:{"message":"API Done","main":{"generatedMaps":[],"raw":{"fieldCount":0,"affectedRows":1,"insertId":0,"serverStatus":2,"warningCount":0,"message":"(Rows matched: 1  Changed: 1  Warnings: 0","protocol41":true,"changedRows":1},"affected":1},"status":true} | 
Thu Mar 24 2022 15:27:58 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllUsers | data:{"message":"API Done","total":69,"status":true} | 
Thu Mar 24 2022 15:27:58 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllUsers | data:{"message":"API Done","total":69,"status":true} | 
Thu Mar 24 2022 15:30:21 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"4","status":true} | 
Thu Mar 24 2022 15:30:25 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /editUsers | data:{"message":"API Done","main":{"generatedMaps":[],"raw":{"fieldCount":0,"affectedRows":1,"insertId":0,"serverStatus":2,"warningCount":0,"message":"(Rows matched: 1  Changed: 1  Warnings: 0","protocol41":true,"changedRows":1},"affected":1},"status":true} | 
Thu Mar 24 2022 15:31:25 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"4","status":true} | 
Thu Mar 24 2022 15:31:28 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /editUsers | data:{"message":"API Done","main":{"generatedMaps":[],"raw":{"fieldCount":0,"affectedRows":1,"insertId":0,"serverStatus":2,"warningCount":0,"message":"(Rows matched: 1  Changed: 0  Warnings: 0","protocol41":true,"changedRows":0},"affected":1},"status":true} | 
Thu Mar 24 2022 15:31:28 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllUsers | data:{"message":"API Done","total":69,"status":true} | 
Thu Mar 24 2022 15:31:28 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllUsers | data:{"message":"API Done","total":69,"status":true} | 
Thu Mar 24 2022 15:31:32 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"4","status":true} | 
Thu Mar 24 2022 15:31:37 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"4","status":true} | 
Thu Mar 24 2022 15:31:41 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /editUsers | data:{"message":"API Done","main":{"generatedMaps":[],"raw":{"fieldCount":0,"affectedRows":1,"insertId":0,"serverStatus":2,"warningCount":0,"message":"(Rows matched: 1  Changed: 1  Warnings: 0","protocol41":true,"changedRows":1},"affected":1},"status":true} | 
Thu Mar 24 2022 15:31:45 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllUsers | data:{"message":"API Done","total":69,"status":true} | 
Thu Mar 24 2022 15:31:45 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllUsers | data:{"message":"API Done","total":69,"status":true} | 
Thu Mar 24 2022 15:31:47 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /deleteUsers | data:{"message":"API Done","main":{"generatedMaps":[],"raw":{"fieldCount":0,"affectedRows":1,"insertId":0,"serverStatus":2,"warningCount":0,"message":"(Rows matched: 1  Changed: 1  Warnings: 0","protocol41":true,"changedRows":1},"affected":1},"status":true} | 
Thu Mar 24 2022 15:31:48 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllUsers | data:{"message":"API Done","total":69,"status":true} | 
Thu Mar 24 2022 15:31:50 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /recoverUsers | data:{"message":"API Done","main":{"generatedMaps":[],"raw":{"fieldCount":0,"affectedRows":1,"insertId":0,"serverStatus":2,"warningCount":0,"message":"(Rows matched: 1  Changed: 1  Warnings: 0","protocol41":true,"changedRows":1},"affected":1},"status":true} | 
Thu Mar 24 2022 15:31:51 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllUsers | data:{"message":"API Done","total":69,"status":true} | 
Thu Mar 24 2022 15:31:52 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"4","status":true} | 
Thu Mar 24 2022 15:31:55 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /editUsers | data:{"message":"API Done","main":{"generatedMaps":[],"raw":{"fieldCount":0,"affectedRows":1,"insertId":0,"serverStatus":2,"warningCount":0,"message":"(Rows matched: 1  Changed: 0  Warnings: 0","protocol41":true,"changedRows":0},"affected":1},"status":true} | 
Thu Mar 24 2022 15:31:59 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllUsers | data:{"message":"API Done","total":69,"status":true} | 
Thu Mar 24 2022 15:32:00 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllUsers | data:{"message":"API Done","total":69,"status":true} | 
Thu Mar 24 2022 15:32:29 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"4","status":true} | 
Thu Mar 24 2022 15:32:34 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /editUsers | data:{"message":"API Done","main":{"generatedMaps":[],"raw":{"fieldCount":0,"affectedRows":1,"insertId":0,"serverStatus":2,"warningCount":0,"message":"(Rows matched: 1  Changed: 0  Warnings: 0","protocol41":true,"changedRows":0},"affected":1},"status":true} | 
Thu Mar 24 2022 15:32:39 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllUsers | data:{"message":"API Done","total":69,"status":true} | 
Thu Mar 24 2022 15:32:39 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllUsers | data:{"message":"API Done","total":69,"status":true} | 
Thu Mar 24 2022 15:35:25 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllUsers | data:{"message":"API Done","total":69,"status":true} | 
Thu Mar 24 2022 15:35:25 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllUsers | data:{"message":"API Done","total":69,"status":true} | 
Thu Mar 24 2022 15:35:27 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"4","status":true} | 
Thu Mar 24 2022 15:35:30 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /editUsers | data:{"message":"API Done","main":{"generatedMaps":[],"raw":{"fieldCount":0,"affectedRows":1,"insertId":0,"serverStatus":2,"warningCount":0,"message":"(Rows matched: 1  Changed: 0  Warnings: 0","protocol41":true,"changedRows":0},"affected":1},"status":true} | 
Thu Mar 24 2022 15:35:34 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllUsers | data:{"message":"API Done","total":69,"status":true} | 
Thu Mar 24 2022 15:35:34 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllUsers | data:{"message":"API Done","total":69,"status":true} | 
Thu Mar 24 2022 15:43:55 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllAdmins | data:{"message":"API Done","total":9,"status":true} | 
Thu Mar 24 2022 15:44:44 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"2","status":true} | 
Thu Mar 24 2022 15:44:50 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /editUsers | data:{"message":"API Done","main":{"generatedMaps":[],"raw":{"fieldCount":0,"affectedRows":1,"insertId":0,"serverStatus":2,"warningCount":0,"message":"(Rows matched: 1  Changed: 1  Warnings: 0","protocol41":true,"changedRows":1},"affected":1},"status":true} | 
Thu Mar 24 2022 15:44:54 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllAdmins | data:{"message":"API Done","total":9,"status":true} | 
Thu Mar 24 2022 15:44:58 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /recoverUsers | data:{"message":"API Done","main":{"generatedMaps":[],"raw":{"fieldCount":0,"affectedRows":1,"insertId":0,"serverStatus":2,"warningCount":0,"message":"(Rows matched: 1  Changed: 1  Warnings: 0","protocol41":true,"changedRows":1},"affected":1},"status":true} | 
Thu Mar 24 2022 15:44:58 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllAdmins | data:{"message":"API Done","total":9,"status":true} | 
Thu Mar 24 2022 15:49:17 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"42","status":true} | 
Thu Mar 24 2022 15:49:30 GMT+0800 (China Standard Time) | ERROR | users-api.log | API: /editUsers | data:{"message":"API Error: Redundant on Employee ID/Email 201545 derricktan@greatech-group.com.","value":{"section":"Software","employeeID":"201545","fullname":"Derrick","name":"DT","email":"derricktan@greatech-group.com","status":"Show"},"status":false} | 
Thu Mar 24 2022 15:49:52 GMT+0800 (China Standard Time) | ERROR | users-api.log | API: /editUsers | data:{"message":"API Error: Redundant on Employee ID/Email 201545 derricktan@greatech-group.com.","value":{"section":"Software","employeeID":"201545","fullname":"Derrick","name":"DT","email":"derricktan@greatech-group.com","status":"Show"},"status":false} | 
Thu Mar 24 2022 15:50:20 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllAdmins | data:{"message":"API Done","total":9,"status":true} | 
Thu Mar 24 2022 15:50:25 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","value":"42","status":true} | 
Thu Mar 24 2022 15:50:29 GMT+0800 (China Standard Time) | ERROR | users-api.log | API: /editUsers | data:{"message":"API Error: Redundant on Employee ID/Email 201545 derricktan@greatech-group.com.","value":{"section":"Software","employeeID":"201545","fullname":"Derrick","name":"DT","email":"derricktan@greatech-group.com","status":"Show"},"status":false} | 
Thu Mar 24 2022 15:50:34 GMT+0800 (China Standard Time) | ERROR | users-api.log | API: /editUsers | data:{"message":"API Error: Redundant on Employee ID/Email 201545 derricktan@greatech-group.com.","value":{"section":"Mechanical","employeeID":"201545","fullname":"Derrick","name":"DT","email":"derricktan@greatech-group.com","status":"Show"},"status":false} | 
Thu Mar 24 2022 15:51:04 GMT+0800 (China Standard Time) | ERROR | users-api.log | API: /editUsers | data:{"message":"API Error: Redundant on Employee ID/Email 201545 derricktan@greatech-group.com.","value":{"section":"Mechanical","employeeID":"201545","fullname":"Derrick","name":"DT","email":"derricktan@greatech-group.com","status":"Show"},"status":false} | 
Thu Mar 24 2022 15:52:33 GMT+0800 (China Standard Time) | ERROR | users-api.log | API: /editUsers | data:{"message":"API Error: Redundant on Employee ID/Email 201545 derricktan@greatech-group.com.","value":{"section":"Mechanical","employeeID":"201545","fullname":"Derrick","name":"DT","email":"derricktan@greatech-group.com","status":"Show"},"status":false} | 
Thu Mar 24 2022 15:52:38 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllAdmins | data:{"message":"API Done","total":8,"status":true} | 
Thu Mar 24 2022 15:52:47 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllDevelopers | data:{"message":"API Done","total":2,"status":true} | 
Thu Mar 24 2022 15:52:50 GMT+0800 (China Standard Time) | ERROR | users-api.log | API: /getOneUser | data:{"message":"API Error: TypeError: Cannot read property 'length' of undefined","status":false} | 
Thu Mar 24 2022 15:54:06 GMT+0800 (China Standard Time) | ERROR | users-api.log | API: /getOneUser | data:{"message":"API Error: TypeError: Cannot read property 'length' of undefined","status":false} | 
Thu Mar 24 2022 16:00:07 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllSuperAdmins | data:{"message":"API Done","total":2,"status":true} | 
Thu Mar 24 2022 16:00:07 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllSuperAdmins | data:{"message":"API Done","total":2,"status":true} | 
Thu Mar 24 2022 16:01:05 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllSuperAdmins | data:{"message":"API Done","total":2,"status":true} | 
Thu Mar 24 2022 16:01:05 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllSuperAdmins | data:{"message":"API Done","total":2,"status":true} | 
Thu Mar 24 2022 16:01:30 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllSuperAdmins | data:{"message":"API Done","total":2,"status":true} | 
Thu Mar 24 2022 16:01:30 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllSuperAdmins | data:{"message":"API Done","total":2,"status":true} | 
Thu Mar 24 2022 16:01:40 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllSuperAdmins | data:{"message":"API Done","total":2,"status":true} | 
Thu Mar 24 2022 16:01:40 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllSuperAdmins | data:{"message":"API Done","total":2,"status":true} | 
Thu Mar 24 2022 16:06:46 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllSuperAdmins | data:{"message":"API Done","total":2,"status":true} | 
Thu Mar 24 2022 16:06:46 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllSuperAdmins | data:{"message":"API Done","total":2,"status":true} | 
Thu Mar 24 2022 16:06:48 GMT+0800 (China Standard Time) | ERROR | users-api.log | API: /getOneUser | data:{"message":"API Error: TypeError: Cannot read property 'length' of undefined","status":false} | 
Thu Mar 24 2022 16:07:07 GMT+0800 (China Standard Time) | ERROR | users-api.log | API: /getOneUser | data:{"message":"API Error: TypeError: Cannot read property 'length' of undefined","status":false} | 
Thu Mar 24 2022 16:07:09 GMT+0800 (China Standard Time) | ERROR | users-api.log | API: /getOneUser | data:{"message":"API Error: TypeError: Cannot read property 'length' of undefined","status":false} | 
Thu Mar 24 2022 16:07:09 GMT+0800 (China Standard Time) | ERROR | users-api.log | API: /getOneUser | data:{"message":"API Error: TypeError: Cannot read property 'length' of undefined","status":false} | 
Thu Mar 24 2022 16:07:38 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllSuperAdmins | data:{"message":"API Done","total":2,"status":true} | 
Thu Mar 24 2022 16:07:38 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllSuperAdmins | data:{"message":"API Done","total":2,"status":true} | 
Thu Mar 24 2022 16:07:39 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","total":1,"status":true} | 
Thu Mar 24 2022 16:08:17 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","total":1,"status":true} | 
Thu Mar 24 2022 16:08:53 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","total":1,"status":true} | 
Thu Mar 24 2022 16:09:12 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","total":1,"status":true} | 
Thu Mar 24 2022 16:09:45 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","total":1,"value":"35","status":true} | 
Thu Mar 24 2022 16:11:08 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /editUsers | data:{"message":"API Done","main":{"generatedMaps":[],"raw":{"fieldCount":0,"affectedRows":1,"insertId":0,"serverStatus":2,"warningCount":0,"message":"(Rows matched: 1  Changed: 0  Warnings: 0","protocol41":true,"changedRows":0},"affected":1},"status":true} | 
Thu Mar 24 2022 16:11:12 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllSuperAdmins | data:{"message":"API Done","total":2,"status":true} | 
Thu Mar 24 2022 16:11:13 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getAllSuperAdmins | data:{"message":"API Done","total":2,"status":true} | 
Thu Mar 24 2022 16:11:18 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /getOneUser | data:{"message":"API Done","total":1,"value":"35","status":true} | 
Thu Mar 24 2022 16:11:20 GMT+0800 (China Standard Time) | INFO | users-api.log | API: /editUsers | data:{"message":"API Done","main":{"generatedMaps":[],"raw":{"fieldCount":0,"affectedRows":1,"insertId":0,"serverStatus":2,"warningCount":0,"message":"(Rows matched: 1  Changed: 1  Warnings: 0","protocol41":true,"changedRows":1},"affected":1},"status":true} | 
